Date,Open,High,Low,Close,Adj Close,Volume
1962-01-01,0.000000,0.223380,0.208912,0.215278,0.000001,5270400
1962-02-01,0.000000,0.259259,0.214699,0.224537,0.000001,17020800
1962-03-01,0.000000,0.244792,0.223380,0.223958,0.000001,5616000
1962-04-01,0.000000,0.226273,0.199074,0.199074,0.000001,3585600
1962-05-01,0.000000,0.214120,0.159722,0.182870,0.000001,11188800
1962-06-01,0.000000,0.185185,0.151042,0.179688,0.000001,13910400
1962-07-01,0.000000,0.184028,0.163194,0.172743,0.000000,14558400
1962-08-01,0.000000,0.174190,0.162037,0.163773,0.000000,6264000
1962-09-01,0.000000,0.166667,0.157407,0.159144,0.000000,5356800
1962-10-01,0.000000,0.160880,0.142361,0.157407,0.000000,5745600
1962-11-01,0.000000,0.175347,0.155093,0.173611,0.000000,10540800
1962-12-01,0.000000,0.175347,0.169560,0.169560,0.000000,7992000
1963-01-01,0.000000,0.189525,0.170139,0.186921,0.000001,11361600
1963-02-01,0.000000,0.193287,0.186343,0.189815,0.000001,4881600
1963-03-01,0.000000,0.192130,0.182870,0.190394,0.000001,6048000
1963-04-01,0.000000,0.195023,0.180556,0.192708,0.000001,11448000
1963-05-01,0.000000,0.209491,0.187500,0.201968,0.000001,11836800
1963-06-01,0.000000,0.207755,0.197338,0.201968,0.000001,5875200
1963-07-01,0.000000,0.203125,0.192708,0.201389,0.000001,3974400
1963-08-01,0.000000,0.221065,0.200810,0.220486,0.000001,9806400
1963-09-01,0.000000,0.226852,0.212963,0.212963,0.000001,5961600
1963-10-01,0.000000,0.288194,0.208912,0.247106,0.000001,87825600
1963-11-01,0.000000,0.263889,0.219907,0.247106,0.000001,20563200
1963-12-01,0.000000,0.253472,0.233218,0.236111,0.000001,10929600
1964-01-01,0.000000,0.270833,0.237269,0.243634,0.000001,22204800
1964-02-01,0.000000,0.280671,0.245370,0.266204,0.000001,20520000
1964-03-01,0.000000,0.269097,0.247685,0.247685,0.000001,8769600
1964-04-01,0.000000,0.253472,0.222222,0.230324,0.000001,11923200
1964-05-01,0.000000,0.248264,0.220486,0.232639,0.000001,13089600
1964-06-01,0.000000,0.238426,0.221065,0.234954,0.000001,10022400
1964-07-01,0.000000,0.238426,0.233218,0.234375,0.000001,5961600
1964-08-01,0.000000,0.234954,0.225694,0.229745,0.000001,4708800
1964-09-01,0.000000,0.245370,0.229167,0.234375,0.000001,12528000
1964-10-01,0.000000,0.243056,0.232639,0.243056,0.000001,7171200
1964-11-01,0.000000,0.263021,0.243056,0.256944,0.000001,9158400
1964-12-01,0.000000,0.263889,0.243634,0.258681,0.000001,9504000
1965-01-01,0.000000,0.281250,0.257234,0.280093,0.000001,13132800
1965-02-01,0.000000,0.295139,0.274595,0.287616,0.000001,10713600
1965-03-01,0.000000,0.295139,0.282407,0.287037,0.000001,6393600
1965-04-01,0.000000,0.312500,0.287037,0.298611,0.000001,8899200
1965-05-01,0.000000,0.317130,0.296296,0.309606,0.000001,6955200
1965-06-01,0.000000,0.311921,0.276620,0.287616,0.000001,11318400
1965-07-01,0.000000,0.320313,0.285880,0.320313,0.000001,11923200
1965-08-01,0.000000,0.349537,0.320602,0.347222,0.000001,9763200
1965-09-01,0.000000,0.395833,0.346065,0.379630,0.000001,9547200
