Date,Open,High,Low,Close,Adj Close,Volume
1996-05-01,26.750000,27.575001,26.750000,27.275000,2.262720,22497400
1996-06-01,27.200001,27.600000,26.250000,26.875000,2.229536,21630200
1996-07-01,27.000000,28.299999,26.299999,27.450001,2.305851,24787600
1996-08-01,27.400000,27.975000,26.924999,27.000000,2.268049,10349200
1996-09-01,26.900000,29.250000,26.875000,29.125000,2.446553,23289400
1996-10-01,29.075001,30.950001,28.950001,30.775000,2.617430,35383400
1996-11-01,30.775000,34.474998,30.250000,34.025002,2.893843,35758800
1996-12-01,34.000000,34.224998,30.875000,32.650002,2.776900,28321800
1997-01-01,32.849998,34.875000,32.325001,33.924999,2.915491,38700800
1997-02-01,34.250000,35.799999,32.950001,33.200001,2.853185,40394800
1997-03-01,33.200001,34.724998,31.700001,31.799999,2.732870,32336200
1997-04-01,31.799999,32.700001,30.775000,32.700001,2.838084,29835000
1997-05-01,32.799999,38.400002,32.650002,36.349998,3.154872,41593200
1997-06-01,36.599998,40.599998,36.200001,38.400002,3.332796,23788100
1997-07-01,39.000000,44.250000,38.799999,41.950001,3.672885,35263400
1997-08-01,41.750000,43.099998,38.500000,39.349998,3.445246,26045900
1997-09-01,39.400002,42.799999,39.400002,41.349998,3.620351,31247000
1997-10-01,41.500000,44.500000,37.000000,39.250000,3.493226,38387900
1997-11-01,40.000000,44.049999,39.799999,43.299999,3.853676,27847800
1997-12-01,43.450001,48.750000,43.450001,47.650002,4.240822,32419200
1998-01-01,47.700001,49.299999,44.750000,45.599998,4.087480,26691700
1998-02-01,45.900002,51.000000,45.900002,50.500000,4.526703,29115500
1998-03-01,50.599998,59.900002,49.849998,59.500000,5.333443,34233600
1998-04-01,59.500000,65.500000,55.750000,60.900002,5.493622,44887300
1998-05-01,61.250000,67.750000,61.250000,67.349998,6.075457,29062700
1998-06-01,66.750000,68.050003,58.500000,62.349998,5.624422,45798200
1998-07-01,62.349998,67.199997,59.900002,60.900002,5.521685,31290300
1998-08-01,60.849998,60.849998,50.250000,50.599998,4.587801,46651400
1998-09-01,50.500000,54.299999,41.950001,42.700001,3.871524,48135200
1998-10-01,42.049999,52.799999,39.750000,52.299999,4.773888,54364800
1998-11-01,52.799999,56.000000,51.049999,54.450001,4.970139,31086600
1998-12-01,54.200001,58.500000,51.950001,57.849998,5.280487,31683500
1999-01-01,57.599998,67.949997,56.750000,67.800003,6.227279,41446000
1999-02-01,67.750000,68.150002,60.200001,61.099998,5.611900,33286400
1999-03-01,61.400002,70.750000,58.500000,66.750000,6.130839,39581900
1999-04-01,67.250000,77.000000,66.349998,66.500000,6.139796,34157800
1999-05-01,67.000000,72.199997,65.699997,67.900002,6.269056,27197800
1999-06-01,68.000000,74.050003,67.199997,71.750000,6.624517,26338900
1999-07-01,72.699997,78.099998,70.800003,75.050003,6.962169,23238300
1999-08-01,74.500000,74.699997,68.050003,69.599998,6.456585,21413500
1999-09-01,70.349998,75.250000,67.150002,73.000000,6.771993,35524300
1999-10-01,72.500000,88.800003,71.349998,88.599998,8.257100,38375000
1999-11-01,87.650002,110.250000,86.250000,99.000000,9.226330,44965400
1999-12-01,98.000000,136.000000,98.000000,131.149994,12.222553,47133600
2000-01-01,128.750000,156.000000,113.000000,147.250000,13.764322,63688400
2000-02-01,146.500000,179.949997,142.000000,158.000000,14.769194,63853600
2000-03-01,160.949997,200.199997,160.250000,181.000000,16.919132,76218500
2000-04-01,181.500000,183.250000,135.000000,171.500000,16.061880,70993600
2000-05-01,174.899994,181.500000,31.799999,35.000000,3.277935,167212400
2000-06-01,35.000000,38.650002,34.250000,35.099998,13.869463,85804600
2000-07-01,36.000000,37.549999,33.799999,33.799999,13.464656,43690300
2000-08-01,34.000000,34.950001,32.200001,33.000000,13.145969,46201900
2000-09-01,33.500000,36.000000,30.950001,35.049999,13.962614,56356900
2000-10-01,35.349998,42.099998,33.549999,41.000000,16.476563,64756900
2000-11-01,40.650002,43.099998,39.099998,42.250000,16.978903,70937300
2000-12-01,41.849998,45.000000,40.799999,43.299999,17.400860,58763800
2001-01-01,43.799999,44.049999,39.750000,42.950001,17.381468,61697200
2001-02-01,42.799999,42.990002,38.299999,40.849998,16.531612,38181100
2001-03-01,41.000000,41.310001,34.610001,35.439999,14.342237,53371700
2001-04-01,35.250000,40.099998,34.520000,38.389999,15.654668,49081000
2001-05-01,38.650002,41.500000,37.680000,39.349998,16.046154,29514400
2001-06-01,39.250000,41.099998,36.500000,40.700001,16.596649,30718300
2001-07-01,40.650002,42.099998,39.750000,41.000000,16.846218,29921000
2001-08-01,41.130001,41.700001,37.750000,38.299999,15.736833,25534000
2001-09-01,38.650002,39.200001,32.250000,34.470001,14.163153,46360200
2001-10-01,34.500000,38.349998,33.950001,35.009998,14.385026,35114000
2001-11-01,35.250000,38.689999,34.700001,36.389999,14.952048,35057600
2001-12-01,35.799999,37.180000,33.250000,36.009998,14.795908,50067600
2002-01-01,36.349998,37.139999,33.910000,34.849998,14.444309,32498100
2002-02-01,34.849998,36.049999,32.500000,33.480000,13.876486,45077500
2002-03-01,33.580002,34.880001,27.480000,27.980000,11.596897,78109500
2002-04-01,27.600000,29.480000,22.969999,27.549999,11.519752,131669500
2002-05-01,27.299999,28.500000,25.070000,28.340000,11.850080,84802400
2002-06-01,28.299999,29.379999,24.400000,26.389999,11.034714,56480400
2002-07-01,26.450001,28.639999,23.150000,26.400000,11.159752,64648900
2002-08-01,25.900000,28.549999,24.760000,28.400000,12.005189,54846100
2002-09-01,28.299999,29.200001,27.500000,28.100000,11.878377,46362900
2002-10-01,28.030001,28.709999,24.150000,27.000000,11.534336,72895300
2002-11-01,27.000000,29.100000,26.770000,28.500000,12.175134,37451200
2002-12-01,29.000000,29.070000,27.330000,28.500000,12.175134,35888100
2003-01-01,28.700001,30.459999,28.360001,28.910000,12.481435,42797800
2003-02-01,28.709999,29.240000,27.700001,27.770000,11.989261,25844300
2003-03-01,27.750000,28.270000,26.469999,27.000000,11.656822,33630800
2003-04-01,27.100000,29.000000,27.010000,28.350000,12.377754,35299700
2003-05-01,28.299999,30.190001,28.000000,30.129999,13.154912,44342500
2003-06-01,30.410000,31.990000,30.129999,31.059999,13.560957,36749600
2003-07-01,31.250000,32.369999,30.200001,31.250000,13.776978,40946700
2003-08-01,31.129999,31.250000,29.870001,30.030001,13.239126,34737100
2003-09-01,30.309999,30.719999,28.700001,29.150000,12.851168,51238800
2003-10-01,29.150000,29.950001,28.260000,29.850000,13.291368,46083400
2003-11-01,29.950001,29.959999,28.850000,28.870001,12.855000,29924300
2003-12-01,29.020000,30.030001,28.370001,28.900000,12.868357,45101500
2004-01-01,29.049999,30.280001,28.490000,29.549999,13.292605,71456900
2004-02-01,29.559999,29.980000,28.360001,29.290001,13.175645,54676400
2004-03-01,29.250000,29.389999,27.340000,27.590000,12.410921,58052600
2004-04-01,27.620001,28.860001,26.510000,27.590000,12.539973,42236100
2004-05-01,27.719999,28.299999,26.389999,27.309999,12.412718,42470800
2004-06-01,27.049999,27.469999,25.639999,26.700001,12.135470,42749800
2004-07-01,26.450001,28.000000,25.719999,27.980000,12.860611,43839000
2004-08-01,27.900000,28.020000,26.799999,27.350000,12.571043,30860600
2004-09-01,27.299999,28.639999,27.200001,27.250000,12.525082,40367100
2004-10-01,27.350000,28.650000,27.200001,28.290001,13.141533,31867000
2004-11-01,28.250000,29.219999,27.150000,28.850000,13.401668,38768100
2004-12-01,28.750000,29.330000,27.980000,28.920000,13.434180,38000300
2005-01-01,28.750000,30.110001,28.750000,29.590000,13.891386,38037500
2005-02-01,29.459999,29.809999,28.709999,28.750000,13.497041,35353400
2005-03-01,28.940001,30.250000,28.940001,30.250000,14.201232,53002900
2005-04-01,30.250000,30.459999,29.760000,30.200001,14.336788,42912400
2005-05-01,30.100000,30.240000,28.330000,28.770000,13.657927,49511600
2005-06-01,28.750000,29.740000,28.350000,29.000000,13.767118,45384600
2005-07-01,29.250000,30.139999,28.830000,29.650000,14.234876,30754700
2005-08-01,29.750000,31.330000,29.650000,31.070000,14.916607,45662200
2005-09-01,31.000000,33.000000,30.500000,31.850000,15.291086,72090000
2005-10-01,31.700001,31.809999,28.600000,29.160000,14.143456,46751200
2005-11-01,29.160000,30.500000,26.450001,27.629999,13.401362,68830900
2005-12-01,27.820000,28.350000,26.750000,27.870001,13.517769,43635400
2006-01-01,27.750000,29.040001,27.180000,27.510000,13.506909,56029800
2006-02-01,28.450001,28.799999,26.559999,27.620001,13.560916,61737400
2006-03-01,27.450001,28.950001,27.129999,28.129999,13.811318,50822000
2006-04-01,28.100000,28.530001,27.500000,27.549999,13.683112,33883700
2006-05-01,27.650000,27.750000,26.120001,26.549999,13.186455,45051000
2006-06-01,26.570000,27.809999,25.910000,26.379999,13.102021,45783100
2006-07-01,26.379999,26.959999,25.320000,25.809999,12.973477,35771400
2006-08-01,25.799999,28.000000,25.410000,27.570000,13.858141,48550500
2006-09-01,27.850000,31.100000,27.010000,30.320000,15.240445,78603200
2006-10-01,30.200001,34.250000,30.100000,31.700001,16.107073,102471000
2006-11-01,27.750000,28.500000,26.790001,28.049999,14.252476,64651500
2006-12-01,28.090000,31.500000,27.850000,31.400000,15.954638,100184700
2007-01-01,31.350000,31.639999,28.950001,30.940001,15.893841,41356500
2007-02-01,31.299999,32.000000,30.049999,30.700001,15.770550,53491300
2007-03-01,30.209999,33.599998,29.900000,32.650002,16.772266,66482800
2007-04-01,32.500000,40.310001,32.150002,37.389999,19.437845,178928400
2007-05-01,37.160000,39.740002,36.880001,39.470001,20.519173,96196400
2007-06-01,39.500000,41.139999,38.750000,40.340000,20.971449,129426100
2007-07-01,41.700001,41.799999,39.880001,40.279999,21.135216,120684300
